ACHID	DRUG_ID	CCLE Cell Line Name	Primary Cell Line Name	Compound	Target	Doses (uM)	Activity Data	Activity Error (SD)	FitType	EC50 (µM)	IC50 (µM)	Amax	ActArea
ACH-000221	438	SNU398_LIVER	SNU-398	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.67,24.7,5.68,-79,-81,-93,-98,-101"	"13.5,10.8,1.78,2.37,7.55,.82,1.91,.64"	Sigmoid	0.048162121	0.054073863	-95.72940063	4.52
ACH-000493	438	SNU423_LIVER	SNU-423	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-5.6,-.71,3.85,-15,-59,-78,-96,-98"	"17.8,.20,13.7,1.80,.21,7.15,1.27,.95"	Sigmoid	0.206276789	0.221456379	-96.81780243	3.5231
ACH-000420	438	SNU449_LIVER	SNU-449	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.0,12.4,4.99,-18,-59,-88,-96,-102"	"2.28,3.45,14.5,7.59,5.16,2.05,1.19,1.08"	Sigmoid	0.187597528	0.20375821	-99.96360016	3.64
ACH-000422	438	SNU475_LIVER	SNU-475	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.1,-15,-6.7,-55,-61,-81,-94,-92"	"17.5,48.8,17.0,26.5,6.66,3.37,.27,.12"	Sigmoid	0.133476004	0.145828456	-94.5395813	4.058
ACH-000967	438	SNUC2A_LARGE_INTESTINE	SNU-C2A	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.30,21.6,2.65,-34,-73,-72,-88,-87"	"1.41,14.3,15.3,3.95,9.44,2.76,3.64,4.69"	Sigmoid	0.084755264	0.120258123	-84.02111053	3.54
ACH-001199	438	SNUC2B	SNU-C2B	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-4.1,34.9,6.25,-53,-79,-89,-91,-96"	"1.33,52.2,54.6,1.03,.32,1.71,1.99,1.65"	Sigmoid	0.067004077	0.073427349	-93.62654114	4.121
ACH-000553	438	SQ1_LUNG	Sq-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.6,-7.0,-24,-72,-91,-95,-96,-98"	"2.20,6.48,6.96,8.85,1.22,.62,.86,.47"	Sigmoid	0.047205288	0.048271563	-96.15841675	4.846
ACH-000114	438	SU8686_PANCREAS	SU.86.86	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.49,-3.3,1.50,-28,-86,-95,-96,-98"	"2.95,3.08,1.75,7.87,1.81,.26,.93,1.22"	Sigmoid	0.109103173	0.114728898	-96.3110199	4.063
ACH-000271	438	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-10	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"12.6,73.8,-83,-92,-93,-92,-95,-98"	"2.17,32.1,4.49,1.78,1.68,.71,1.10,.23"	Sigmoid	0.015086569	0.018079497	-93.94845581	5.53
ACH-000365	438	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-4	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.02,-36,-60,-93,-94,-96,-98,-98"	"12.2,2.12,1.75,.024,.020,.33,.052,.024"	Sigmoid	0.006653976	0.013596984	-98.81343842	5.75
ACH-000611	438	SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-6	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"9.23,-46,-89,-94,-94,-94,-95,-97"	"6.13,19.4,5.82,1.03,1.74,1.36,.14,1.67"	Sigmoid	0.006960301	0.008514922	-94.90542603	6.09
ACH-000656	438	SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-8	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.4,-29,-87,-94,-95,-96,-97,-99"	"7.99,12.4,5.26,.21,.092,.21,.19,.0039"	Sigmoid	0.011707561	0.011587022	-96.29222107	6.034
ACH-000652	438	SUIT2_PANCREAS	SUIT-2	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.50,11.5,-2.5,-12,-64,-89,-96,-98"	"4.41,11.1,9.24,2.58,16.7,1.96,3.45,.95"	Sigmoid	0.143412173	0.156946719	-98.13768768	3.615
ACH-000226	438	SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-M2	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-11,-31,-75,-94,-95,-95,-96,-98"	"16.6,4.56,2.53,.29,.0052,.89,.62,.032"	Sigmoid	0.014445604	0.013358067	-96.27912903	5.95
ACH-000953	438	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-T1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.98,-4.4,1.12,-36,-99,-100,-101,-101"	"1.49,8.73,19.1,15.8,.76,.55,.69,.23"	Sigmoid	0.092303783	0.09215451	-100.7277374	4.414
ACH-000437	438	SW1088_CENTRAL_NERVOUS_SYSTEM	SW 1088	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.2,-.67,29.8,-36,-56,-77,-80,-86"	"9.18,5.87,22.4,18.6,5.11,3.23,2.99,2.21"	Sigmoid	0.15476124	0.202413589	-83.94797516	3.3687
ACH-000890	438	SW1271_LUNG	SW 1271	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.02,9.66,-2.8,-36,-73,-84,-91,-96"	"20.3,16.6,7.49,4.29,.75,1.17,1.67,.77"	Sigmoid	0.076574966	0.118889667	-93.67156982	3.828
ACH-000418	438	SW1353_BONE	SW 1353	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.66,12.0,-9.0,-66,-94,-97,-97,-99"	"1.74,17.1,6.67,14.0,1.91,.23,.51,.51"	Sigmoid	0.062363144	0.065988854	-97.8513031	4.62
ACH-000677	438	SW1573_LUNG	SW 1573	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.37,2.58,6.22,-41,-85,-96,-99,-100"	"11.4,3.99,3.60,4.90,1.94,.45,.41,.35"	Sigmoid	0.091038942	0.098110721	-98.04840851	4.21
ACH-000155	438	SW1990_PANCREAS	SW 1990	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"11.0,5.67,-1.9,-46,-64,-80,-88,-93"	"4.93,29.2,3.57,3.14,3.52,5.24,.52,1.68"	Sigmoid	0.076299876	0.120053239	-89.54695129	3.729
ACH-000384	438	SW780_URINARY_TRACT	SW 780	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.9,15.2,-7.8,-32,-83,-95,-96,-97"	"6.42,2.79,2.94,2.81,3.11,.61,.62,.39"	Sigmoid	0.095887177	0.111635968	-96.55163574	4.108
ACH-000669	438	SW900_LUNG	SW 900	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.2,12.8,22.4,9.02,-12,-34,-82,-91"	"15.5,4.35,13.0,17.9,35.6,23.6,1.73,1.38"	Sigmoid	0.961156249	1.140692115	-90.65504456	2.282
ACH-000236	438	SW1417_LARGE_INTESTINE	SW1417	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"37.6,-5.6,-9.1,-68,-100,-102,-104,-107"	"35.2,26.0,3.43,1.81,1.27,1.37,1.64,1.49"	Sigmoid	0.052839573	0.057577658	-104.7259369	4.957
ACH-000820	438	SW403_LARGE_INTESTINE	SW403	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"29.0,33.2,-54,-81,-96,-97,-97,-99"	"9.12,4.51,6.11,1.90,1.36,.12,.47,.30"	Sigmoid	0.022093499	0.024751758	-97.05686188	5.24
ACH-000958	438	SW48_LARGE_INTESTINE	SW48	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"54.9,44.4,-19,-82,-88,-92,-95,-97"	"47.1,12.3,14.5,1.96,1.86,.64,.15,.24"	Sigmoid	0.02633743	0.039220411	-93.39162445	4.73
ACH-000842	438	SW480_LARGE_INTESTINE	SW480	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.43,21.7,-6.5,-80,-96,-97,-98,-100"	"5.84,11.0,1.30,1.52,1.74,.26,.46,.72"	Sigmoid	0.043272883	0.04848709	-98.13896942	4.775
ACH-000163	438	SW579_THYROID	SW579	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.35,-2.3,-32,-48,-90,-94,-96,-97"	".49,4.26,.022,2.86,2.03,.49,.56,.55"	Sigmoid	0.050632805	0.058784194	-97.43107605	4.593
ACH-000651	438	SW620_LARGE_INTESTINE	SW620	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.0,11.8,-32,-89,-95,-95,-96,-97"	"7.51,5.29,4.27,1.82,.19,.21,.18,.29"	Sigmoid	0.030339314	0.032865684	-95.63716888	5.06
ACH-000018	438	T24_URINARY_TRACT	T24	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.0,5.02,-24,-54,-82,-93,-95,-97"	"13.0,9.01,5.05,3.89,3.23,.45,.13,.20"	Sigmoid	0.052025639	0.066207163	-97.21395111	4.45
ACH-000813	438	T3M10_LUNG	T3M-10	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-.87,2.62,-26,-52,-76,-75,-85,-95"	"9.28,6.95,3.92,1.21,4.03,7.16,1.13,3.07"	Sigmoid	0.050711576	0.073724605	-88.22901917	4.0987
ACH-000147	438	T47D_BREAST	T-47D	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.94,9.88,18.9,-70,-93,-93,-95,-97"	"4.22,26.6,22.1,4.65,1.37,.18,.51,.048"	Sigmoid	0.060682308	0.06439659	-94.66168213	4.48
ACH-000381	438	T84_LARGE_INTESTINE	T84	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"25.1,-6.5,-13,-31,-54,-89,-98,-100"	"14.2,47.8,18.0,1.70,24.5,8.35,2.64,.32"	Sigmoid	0.088193148	0.134843722	-100.1376801	3.915
ACH-000571	438	T98G_CENTRAL_NERVOUS_SYSTEM	T98G	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.74,13.6,9.56,-15,-64,-94,-95,-97"	"7.52,5.88,4.36,6.62,7.39,.81,.67,.31"	Sigmoid	0.151441231	0.176887393	-96.64342499	3.65
ACH-000424	438	TC71_BONE	TC-71	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-.35,.33,-.14,-91,-94,-95,-95,-96"	"2.75,18.4,.75,1.99,.18,.098,.040,.076"	Sigmoid	0.047022343	0.048327953	-95.13320923	4.7149
ACH-000720	438	TCCSUP_URINARY_TRACT	TCCSUP	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.6,4.69,-14,-61,-91,-95,-96,-97"	"1.48,1.81,1.31,1.13,.53,1.75,2.21,1.44"	Sigmoid	0.053042468	0.061649423	-96.75576782	4.54
ACH-000051	438	TE617T_SOFT_TISSUE	TE 617.T	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"30.8,-8.0,-56,-82,-93,-96,-97,-99"	"3.80,25.7,14.1,7.19,1.14,.38,.70,.42"	Sigmoid	0.020208323	0.024331409	-95.78086853	5.31
ACH-000647	438	TE1_OESOPHAGUS	TE-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.82,-7.9,-41,-88,-94,-96,-98,-99"	"4.39,.33,12.7,4.78,.51,.62,1.08,.17"	Sigmoid	0.027359011	0.02908108	-97.57036591	5.239
ACH-000488	438	TE11_OESOPHAGUS	TE-11	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.42,10.0,8.64,-16,-71,-94,-99,-100"	"1.80,14.6,9.01,10.7,.14,1.03,.018,.70"	Sigmoid	0.150509655	0.163779333	-99.07603455	3.8
ACH-000353	438	TE15_OESOPHAGUS	TE-15	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"27.4,11.7,6.30,-85,-97,-104,-106,-108"	"12.5,21.7,41.1,.66,.26,.11,.42,.25"	Sigmoid	0.032992437	0.040081043	-104.8671875	5
ACH-000408	438	TE5_OESOPHAGUS	TE-5	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.33,1.36,-5.9,-28,-63,-80,-90,-94"	"6.44,2.73,5.62,.055,1.47,1.03,.50,.19"	Sigmoid	0.135350585	0.170709983	-92.73084259	3.609
ACH-000694	438	TE9_OESOPHAGUS	TE-9	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"11.6,4.26,-5.6,-51,-75,-91,-91,-95"	"6.35,17.1,5.56,9.87,1.64,1.63,.35,.22"	Sigmoid	0.072127827	0.097460292	-93.67214203	4.086
ACH-000397	438	TEN_ENDOMETRIUM	TEN	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.7,2.74,1.50,-1.5,-78,-94,-96,-99"	"22.0,11.2,18.7,40.6,16.0,2.01,.52,2.19"	Sigmoid	0.121011496	0.127749816	-97.22587585	3.752
ACH-000285	438	TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Toledo	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"24.5,-4.2,-12,-66,-84,-95,-95,-97"	"20.5,11.8,36.8,1.06,6.00,.018,.059,.45"	Sigmoid	0.032205295	0.045727856	-96.66900635	4.532
ACH-000048	438	TOV112D_OVARY	TOV-112D	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.90,4.26,1.03,-73,-92,-97,-99,-100"	"3.20,11.9,6.43,6.73,.87,.71,.71,.023"	Sigmoid	0.05821462	0.060783334	-97.30363464	4.61
ACH-000885	438	TOV21G_OVARY	TOV-21G	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.95,-5.0,-31,-66,-85,-92,-93,-96"	"3.25,11.6,1.97,11.4,.24,.33,.046,.089"	Sigmoid	0.04107976	0.048657212	-95.04657745	4.68
ACH-000716	438	TT2609C02_THYROID	TT2609-C02	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"11.5,-9.0,-55,-63,-87,-91,-95,-97"	"35.8,23.9,7.39,12.6,2.28,1.39,.57,1.64"	Sigmoid	0.01835713	0.023566611	-96.4973526	4.97
ACH-000430	438	TYKNU_OVARY	TYK-nu	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.1,-1.7,-41,-68,-85,-88,-89,-95"	"1.41,2.56,1.12,5.22,1.21,.90,1.09,1.47"	Sigmoid	0.02973764	0.036695912	-90.60527039	4.698
ACH-000040	438	U118MG_CENTRAL_NERVOUS_SYSTEM	U-118 MG	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.8,-3.0,-29,-60,-88,-94,-95,-97"	".32,20.6,5.90,3.24,.50,.15,.36,.50"	Sigmoid	0.061329026	0.056111578	-96.40812683	4.748
ACH-000364	438	U2OS_BONE	U-2 OS	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.9,-14,-34,-85,-93,-94,-94,-98"	"9.88,9.27,.78,.77,.31,.90,.37,.17"	Sigmoid	0.035369799	0.034501512	-95.11325836	5.159
ACH-000075	438	U87MG_CENTRAL_NERVOUS_SYSTEM	U-87 MG	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.01,13.1,-10,-51,-76,-93,-94,-96"	"15.9,.61,16.4,.65,.82,.14,.90,.68"	Sigmoid	0.048362881	0.077179208	-96.3049469	4.2
ACH-000406	438	U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U-937	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"12.6,-6.1,-38,-73,-94,-94,-95,-97"	"15.2,8.87,36.0,30.1,.099,.078,.97,.54"	Sigmoid	0.017317664	0.019916685	-95.72669983	4.971
ACH-000579	438	UACC257_SKIN	UACC-257	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.1,.47,-15,-52,-78,-90,-94,-98"	"1.29,6.69,8.43,4.01,2.65,2.02,.041,.57"	Sigmoid	0.0731446	0.080886342	-95.12685394	4.291
ACH-000425	438	UACC62_SKIN	UACC-62	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"14.4,-11,-29,-74,-95,-97,-99,-101"	".20,.55,6.58,3.84,2.14,.027,.36,.029"	Sigmoid	0.030998169	0.038887445	-100.7757111	5.06
ACH-000568	438	UACC812_BREAST	UACC-812	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.1,4.92,-9.1,-52,-99,-111,-117,-118"	"13.8,25.2,19.0,13.5,36.9,20.8,17.9,18.2"	Sigmoid	0.090869009	0.0691723	-128.3476868	5.142
ACH-000522	438	UMUC3_URINARY_TRACT	UM-UC-3	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	".70,-3.2,-17,-45,-66,-63,-82,-93"	".39,11.3,6.04,.90,1.05,2.65,1.28,2.03"	Sigmoid	0.07650701	0.13206391	-88.92145538	3.692
ACH-001233	438	VMRCLCD_LUNG	VMRC-LCD	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.98,-33,-85,-100,-100,-101,-102,-106"	"6.13,26.8,3.53,.062,1.76,1.83,.27,.88"	Sigmoid	0.004094853	0.008142164	-102.906929	6.27
ACH-000484	438	VMRCRCW_KIDNEY	VMRC-RCW	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-12,-49,-84,-93,-94,-96,-96,-98"	"3.78,.76,.94,.82,1.04,.75,.61,.12"	Sigmoid	0.007699396	0.008288045	-96.06340027	6.22
ACH-000171	438	VMRCRCZ_KIDNEY	VMRC-RCZ	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"11.8,-9.0,-25,-50,-94,-96,-96,-96"	".19,34.5,25.6,13.1,1.08,.27,.31,.15"	Sigmoid	0.056588728	0.065577567	-96.60701752	4.66
ACH-000304	438	WM115_SKIN	WM-115	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.16,8.10,18.0,-18,-66,-98,-100,-101"	"12.5,3.98,.088,4.20,2.33,.44,.47,.37"	Sigmoid	0.151389435	0.17020461	-101.4180603	3.83
ACH-000661	438	WM1799_SKIN	WM1799	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.15,10.1,-9.1,-22,-55,-77,-89,-93"	"11.0,5.85,2.84,17.3,3.70,.82,.53,.97"	Sigmoid	0.131118864	0.195083842	-93.15105438	3.451
ACH-001239	438	WM2664_SKIN	WM-266-4	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.33,-12,-33,-81,-95,-96,-97,-100"	"5.61,.33,4.65,10.3,.41,.028,.18,.085"	Sigmoid	0.031319737	0.035193659	-98.8210144	5.14
ACH-000827	438	WM793_SKIN	WM-793	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.08,-2.5,-3.5,-44,-83,-94,-97,-99"	"6.69,.091,4.36,2.71,1.26,1.04,.22,.070"	Sigmoid	0.08907605	0.094191171	-97.18791962	4.23
ACH-000899	438	WM88_SKIN	WM-88	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"9.90,1.03,-10.0,-43,-79,-95,-95,-98"	"9.78,4.99,5.04,4.56,3.77,.50,.87,.039"	Sigmoid	0.082581587	0.095287047	-97.59028625	4.2
ACH-000765	438	WM983B_SKIN	WM-983B	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.70,.79,-36,-50,-54,-76,-87,-89"	"1.52,14.6,15.1,32.4,19.4,12.9,5.12,4.03"	Sigmoid	0.049179211	0.121470533	-90.69470978	3.92
ACH-000570	438	YKG1_CENTRAL_NERVOUS_SYSTEM	YKG1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.78,4.88,-9.4,-54,-89,-93,-96,-98"	"1.20,4.51,2.28,.16,2.44,.23,.31,.29"	Sigmoid	0.065307125	0.07288567	-96.15504456	4.394
ACH-000097	438	ZR751_BREAST	ZR-75-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"23.7,-12,-5.1,-90,-108,-112,-115,-116"	"23.5,15.3,11.7,3.82,2.69,2.32,2.31,2.19"	Sigmoid	0.052490581	0.050002981	-112.9772034	5.581
ACH-000828	438	ZR7530_BREAST	ZR-75-30	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-7.5,-37,-41,-80,-98,-103,-101,-113"	"1.62,9.84,4.50,2.17,2.38,4.18,.94,2.43"	Sigmoid	0.036143012	0.029439772	-107.2031784	5.805
ACH-001000	1060	1321N1_CENTRAL_NERVOUS_SYSTEM	1321N1	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.14,4.24,2.51,-5.2,-5.6,-18,-31,-46"	"6.44,11.4,1.65,4.37,6.82,9.97,8.83,1.46"	Sigmoid	8.324543571	8	-46.5945282	1.058
ACH-000956	1060	22RV1_PROSTATE	22Rv1	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-20,-31,-41,-36,-41,-46,-54,-39"	"7.82,.24,6.63,4.47,3.64,2.97,.34,6.74"	Sigmoid	6.665937574	8	-46.05296707	3.08
ACH-000323	1060	42MGBA_CENTRAL_NERVOUS_SYSTEM	42-MG-BA	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"20.1,-7.0,2.31,-19,-2.2,-15,-25,-62"	"7.25,23.3,4.56,29.2,9.68,17.3,7.15,10.7"	Sigmoid	8.754744328	5.87059021	-59.1149826	1.302
ACH-000905	1060	5637_URINARY_TRACT	5637	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.39,-6.0,4.96,-18,-17,-26,-30,-52"	"17.8,10.7,13.8,8.69,15.5,2.81,9.15,8.11"	Sigmoid	8.767333126	8	-49.22343063	1.49
ACH-000973	1060	639V_URINARY_TRACT	639-V	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.1,-18,-17,-36,-38,-35,-47,-48"	"1.08,13.1,5.72,1.50,5.64,8.30,2.36,5.12"	Sigmoid	0.032919586	8	-47.02952194	2.471
ACH-000070	1060	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	697	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.1,1.82,-15,-27,-42,-37,-30,-33"	"7.74,7.92,4.81,1.40,7.94,11.7,2.25,5.19"	Sigmoid	0.029988743	8	-33.57942963	1.851
ACH-000411	1060	769P_KIDNEY	769-P	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"25.2,-2.9,14.7,-26,-23,-46,-54,-74"	"4.39,6.32,3.41,12.5,.075,6.63,2.81,2.01"	Sigmoid	8.204220052	1.454271674	-72.89196777	2.259
ACH-000649	1060	786O_KIDNEY	786-O	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-11,-6.8,-17,-8.1,-14,-10,-22,-22"	"0,0,0,0,0,0,0,0"	Constant	NA	8	-12.61240387	1.109
ACH-001306	1060	8305C_THYROID	8305C	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-22,-31,-28,-50,-42,-52,-50,-66"	"11.3,1.44,14.4,.58,10.3,5.40,.73,3.47"	Sigmoid	0.010539235	0.544444621	-60.90206146	3.41
ACH-001307	1060	8505C_THYROID	8505C	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.6,-23,-27,-50,-47,-52,-48,-61"	"12.4,.48,15.4,.96,9.32,2.45,5.70,2.57"	Sigmoid	6.861062306	0.377883375	-56.09484863	3.116
ACH-000137	1060	8MGBA_CENTRAL_NERVOUS_SYSTEM	8-MG-BA	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.91,4.59,10.6,-17,-1.8,-11,-23,-30"	"5.71,6.99,8.63,3.43,18.7,7.48,22.0,14.8"	Sigmoid	0.045730248	8	-15.39312935	0.828
ACH-000558	1060	A172_CENTRAL_NERVOUS_SYSTEM	A172	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.5,2.08,-3.6,-5.7,-9.2,-15,-22,-38"	"2.47,.86,.55,1.68,9.81,5.17,.30,5.57"	Sigmoid	8.860050457	8	-37.31843948	0.95
ACH-000201	1060	A204_SOFT_TISSUE	A-204	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"21.9,-13,34.3,-10,8.53,-28,-10.0,-56"	"2.59,6.18,4.14,.16,9.50,22.3,22.0,4.29"	Linear	NA	5.23065485	-53.82843781	1.17
ACH-000788	1060	A2058_SKIN	A2058	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.90,-5.2,-21,-40,-53,-54,-57,-60"	"2.31,1.30,2.33,2.13,4.12,1.24,.38,2.01"	Sigmoid	0.034894064	0.202899247	-57.81409073	2.902
ACH-000740	1060	A253_SALIVARY_GLAND	A-253	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.42,.82,2.39,-4.2,-25,-33,-37,-44"	"6.48,2.36,5.24,1.19,4.28,.72,2.07,7.66"	Sigmoid	0.18387711	8	-37.304142	1.432
ACH-000657	1060	A2780_OVARY	A2780	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-11,-12,-33,-51,-62,-68,-74,-80"	"3.82,1.93,18.7,4.76,2.41,4.06,1.68,2.32"	Sigmoid	7.328161424	0.064197071	-78.49171448	3.91
ACH-000219	1060	A375_SKIN	A-375	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.6,-52,-68,-75,-75,-78,-77,-76"	"1.14,2.55,2.94,.17,1.13,1.99,.62,1.38"	Sigmoid	5.845732682	0.007476748	-76.84836578	5.096
ACH-000681	1060	A549_LUNG	A549	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.9,-16,-20,-49,-56,-66,-90,-107"	"3.78,5.66,4.26,.91,.39,5.01,.28,.47"	Sigmoid	8.272846487	0.171543315	-106.8563461	4.079
ACH-000052	1060	A673_BONE	A-673	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.63,-3.1,-17,-7.5,-28,-21,-18,-14"	"9.60,8.90,.69,2.11,8.09,3.13,11.8,19.8"	Constant	NA	8	-13.18042564	1.086
ACH-000046	1060	ACHN_KIDNEY	ACHN	PD-0325901	MEK	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.7,-6.6,-13,-18,-30,-26,-35,-43"	"2.32,3.48,.0097,.67,3.72,1.17,5.76,6.95"	Sigmoid	1.646963716	8	-41.65621948	1.813
